WP_003176415.1	WP_002555477.1	179	179	179	176	98.32	100	2e-126	354
WP_003176416.1	WP_003317102.1	104	104	104	97	93.27	100	3e-65	193
WP_003176419.1	WP_002555480.1	88	88	88	86	97.73	100	8e-59	176
WP_003176422.1	WP_003176422.1	228	228	228	228	100.00	100	5e-167	461
WP_003177259.1	WP_003320174.1	87	87	87	76	87.36	100	4e-51	156
WP_003177284.1	WP_003314011.1	162	162	162	153	94.44	100	2e-109	310
WP_003178634.1	WP_003314369.1	165	167	167	161	96.41	100	2e-99	285
WP_003178899.1	WP_002554423.1	108	108	108	93	86.11	100	3e-64	191
WP_003179264.1	WP_003316569.1	171	171	171	162	94.74	100	3e-119	336
WP_003179396.1	WP_002552688.1	60	60	60	59	98.33	100	1e-38	122
WP_003179963.1	WP_003315566.1	70	70	68	62	91.18	97	8e-41	129
WP_003179985.1	WP_004408375.1	118	118	117	108	92.31	99	3e-77	225
WP_003180633.1	WP_003368579.1	150	150	149	134	89.93	99	1e-96	276
WP_003184041.1	WP_011268442.1	339	338	337	316	93.77	99	0.0	633
WP_003186012.1	WP_002555464.1	333	333	333	331	99.40	100	0.0	667
WP_003186020.1	WP_002555467.1	118	118	118	116	98.31	100	9e-82	236
WP_003186033.1	WP_002555471.1	58	58	58	56	96.55	100	1e-36	117
WP_003186040.1	WP_002555475.1	130	130	130	124	95.38	100	6e-86	248
WP_003186059.1	WP_002555490.1	211	211	211	209	99.05	100	4e-152	422
WP_003186070.1	WP_002555491.1	103	103	103	102	99.03	100	1e-70	207
WP_003186095.1	WP_003400443.1	231	231	231	220	95.24	100	3e-151	422
WP_003195067.1	WP_002551734.1	145	146	142	119	83.80	98	8e-87	251
WP_003195146.1	WP_003316325.1	83	83	83	73	87.95	100	9e-49	150
WP_003197684.1	WP_003400156.1	134	135	134	120	89.55	100	5e-85	246
WP_003198088.1	WP_002552521.1	83	85	83	74	89.16	100	6e-51	155
WP_003199186.1	WP_003314533.1	75	75	75	62	82.67	100	1e-40	128
WP_003202835.1	WP_002554068.1	114	114	113	109	96.46	99	4e-76	221
WP_003205364.1	WP_032654334.1	130	130	130	129	99.23	100	3e-90	259
WP_003205933.1	WP_003317259.1	175	175	175	164	93.71	100	2e-119	337
WP_003206727.1	WP_003403255.1	109	116	108	91	84.26	99	3e-66	196
WP_003208392.1	WP_003317125.1	313	313	313	307	98.08	100	0.0	625
WP_003210056.1	WP_002555465.1	206	206	206	205	99.51	100	1e-150	418
WP_003210080.1	WP_003317104.1	274	274	274	272	99.27	100	0.0	550
WP_003213368.1	WP_011269383.1	91	91	91	85	93.41	100	4e-59	176
WP_003213601.1	WP_002551326.1	317	315	317	299	94.32	100	0.0	625
WP_003217491.1	WP_002551828.1	140	141	141	131	92.91	100	8e-76	223
WP_003218037.1	WP_002551454.1	197	197	197	186	94.42	100	9e-136	380
WP_003223109.1	WP_024661202.1	123	123	119	109	91.60	97	3e-77	225
WP_003223812.1	WP_002554011.1	137	137	137	130	94.89	100	6e-90	258
WP_003226812.1	WP_003315714.1	97	93	93	67	72.04	96	8e-49	150
WP_003228271.1	WP_024642508.1	126	214	23	11	47.83	18	0.99	26.2
WP_003228649.1	WP_002555427.1	158	158	158	149	94.30	100	1e-105	300
WP_003228656.1	WP_003317051.1	154	154	154	149	96.75	100	9e-106	300
WP_003229256.1	WP_002555770.1	71	71	71	68	95.77	100	5e-41	129
WP_003229509.1	WP_003367486.1	126	126	126	113	89.68	100	1e-79	231
WP_003298444.1	WP_003314654.1	100	925	31	14	45.16	31	0.068	28.9
WP_003395039.1	WP_032656504.1	156	156	156	98	62.82	100	8e-74	219
WP_003443014.1	WP_002554680.1	259	259	259	258	99.61	100	0.0	535
WP_003443374.1	WP_002552476.1	128	128	128	125	97.66	100	2e-91	261
WP_004159231.1	WP_032653832.1	108	629	57	14	24.56	53	1.4	25.4
WP_007894214.1	WP_003378731.1	246	246	246	233	94.72	100	3e-172	476
WP_007894317.1	WP_002551852.1	80	81	81	72	88.89	100	2e-43	136
WP_007894425.1	WP_003313868.1	109	108	109	103	94.50	100	8e-71	208
WP_007894448.1	WP_002555305.1	159	159	159	149	93.71	100	1e-107	305
WP_007894701.1	WP_002551514.1	77	77	77	72	93.51	100	3e-48	148
WP_007894709.1	WP_002551515.1	51	51	51	50	98.04	100	2e-31	103
WP_007894945.1	WP_011266452.1	98	98	98	79	80.61	100	4e-55	167
WP_007896273.1	WP_002553344.1	194	214	194	182	93.81	99	5e-131	368
WP_007896379.1	WP_004406774.1	66	67	65	51	78.46	98	6e-33	108
WP_007896474.1	WP_002555882.1	229	229	229	226	98.69	100	9e-167	461
WP_007896491.1	WP_003316086.1	134	133	132	120	90.91	99	4e-85	246
WP_007896619.1	WP_003344210.1	397	397	396	361	91.16	99	0.0	748
WP_007896620.1	WP_002555502.1	122	122	122	109	89.34	100	8e-37	122
WP_007896622.1	WP_003317113.1	177	177	176	173	98.30	99	5e-126	353
WP_007896629.1	WP_002555498.1	166	166	166	155	93.37	100	2e-107	305
WP_007896707.1	WP_002555489.1	200	200	200	196	98.00	100	3e-144	401
WP_007896757.1	WP_002555482.1	137	137	137	131	95.62	100	3e-80	234
WP_007896782.1	WP_002555470.1	145	144	145	142	97.93	100	4e-96	275
WP_007896965.1	WP_003346101.1	114	114	114	105	92.11	100	1e-73	216
WP_007897430.1	WP_002551458.1	256	256	256	245	95.70	100	8e-180	496
WP_007897583.1	WP_002552523.1	250	250	250	237	94.80	100	5e-177	489
WP_007897732.1	WP_002555745.1	159	159	159	156	98.11	100	1e-113	320
WP_007897890.1	WP_003402233.1	284	284	284	271	95.42	100	0.0	559
WP_007898282.1	WP_002553334.1	91	91	91	85	93.41	100	2e-58	175
WP_007898502.1	WP_003363593.1	405	405	405	392	96.79	100	0.0	809
WP_007898694.1	WP_003407219.1	97	97	97	82	84.54	100	2e-56	170
WP_007898831.1	WP_003371439.1	167	170	166	139	83.73	99	1e-102	293
WP_007898976.1	WP_003316562.1	293	293	293	275	93.86	100	0.0	550
WP_007898980.1	WP_003316561.1	388	388	388	380	97.94	100	0.0	771
WP_007899242.1	WP_003392345.1	176	176	175	161	92.00	99	2e-108	309
WP_007899333.1	WP_032654836.1	152	157	156	109	69.87	99	6e-75	222
WP_007899744.1	WP_002554562.1	563	563	563	536	95.20	100	0.0	1076
WP_007900459.1	WP_024639743.1	701	701	701	678	96.72	100	0.0	1376
WP_007900474.1	WP_003340582.1	493	493	493	466	94.52	100	0.0	888
WP_007900501.1	WP_003313635.1	209	216	206	169	82.04	99	7e-124	351
WP_007901505.1	WP_003364101.1	174	173	174	153	87.93	100	1e-108	309
WP_007901566.1	WP_002555079.1	79	79	79	70	88.61	100	6e-50	152
WP_007901570.1	WP_005739058.1	211	211	210	199	94.76	99	2e-143	400
WP_007901600.1	WP_004406868.1	161	161	154	137	88.96	96	2e-91	265
WP_007902025.1	WP_003406657.1	146	146	146	134	91.78	100	8e-98	279
WP_007902656.1	WP_002551819.1	86	86	86	81	94.19	100	2e-56	169
WP_007903365.1	WP_011266831.1	243	245	243	210	86.42	100	2e-150	421
WP_007903581.1	WP_002552474.1	163	163	163	145	88.96	100	2e-103	295
WP_007903589.1	WP_003365093.1	107	107	107	93	86.92	100	7e-66	195
WP_007903603.1	WP_004406481.1	369	369	369	356	96.48	100	0.0	718
WP_007904652.1	WP_002554836.1	188	188	188	174	92.55	100	6e-130	364
WP_007905295.1	WP_046722290.1	142	154	136	133	97.79	96	1e-96	276
WP_007905300.1	WP_024642740.1	197	720	79	27	34.18	39	0.080	30.8
WP_007905304.1	WP_003406040.1	205	205	205	184	89.76	100	2e-133	374
WP_007905514.1	WP_004406710.1	93	93	93	83	89.25	100	2e-53	162
WP_007905879.1	WP_002553161.1	118	118	118	117	99.15	100	2e-76	223
WP_007905939.1	WP_003347797.1	501	502	502	475	94.62	100	0.0	986
WP_007906601.1	WP_003304827.1	161	159	161	143	88.82	100	5e-100	286
WP_007906619.1	WP_024650708.1	38	1047	32	12	37.50	84	1.7	22.7
WP_007906737.1	WP_024651838.1	69	913	29	20	68.97	42	2e-07	45.1
WP_007906781.1	WP_003409651.1	296	296	296	286	96.62	100	0.0	587
WP_007906865.1	WP_002551953.1	116	116	116	110	94.83	100	3e-78	227
WP_007907155.1	WP_003314303.1	167	167	167	157	94.01	100	2e-110	313
WP_007907366.1	WP_003317023.1	100	100	100	97	97.00	100	4e-67	197
WP_007907419.1	WP_002555375.1	106	106	106	104	98.11	100	2e-72	211
WP_007907752.1	WP_003436620.1	464	464	464	423	91.16	100	0.0	885
WP_007907841.1	WP_003403102.1	84	84	84	71	84.52	100	7e-50	152
WP_007907888.1	WP_002554078.1	134	134	134	121	90.30	100	1e-87	252
WP_007907989.1	WP_003314293.1	245	247	244	237	97.13	99	4e-177	489
WP_007908827.1	WP_003314327.1	107	107	107	92	85.98	100	4e-65	193
WP_007914036.1	WP_024651615.1	363	363	363	337	92.84	100	0.0	677
WP_007916882.1	WP_002552482.1	141	141	141	140	99.29	100	6e-98	279
WP_007916913.1	WP_002552468.1	112	111	112	96	85.71	100	4e-54	166
WP_007916978.1	WP_003314062.1	225	225	222	199	89.64	99	4e-145	405
WP_007919523.1	WP_024643126.1	171	172	169	112	66.27	99	7e-87	253
WP_007933316.1	WP_002554971.1	125	126	126	116	92.06	100	2e-79	231
WP_007935262.1	WP_003315067.1	160	161	158	147	93.04	99	1e-104	298
WP_007935837.1	WP_002554967.1	66	65	66	57	86.36	100	4e-34	111
WP_007936731.1	WP_003347187.1	276	277	276	242	87.68	100	2e-177	492
WP_007937369.1	WP_024660725.1	69	463	36	14	38.89	52	1.4	23.9
WP_007937439.1	WP_002555336.1	155	155	155	146	94.19	100	5e-106	301
WP_007937507.1	WP_002554316.1	147	146	147	124	84.35	100	7e-87	251
WP_007939577.1	WP_003317208.1	148	148	136	128	94.12	92	5e-82	239
WP_007941222.1	WP_003400217.1	95	95	95	75	78.95	100	5e-50	154
WP_007941242.1	WP_002555091.1	102	102	102	83	81.37	100	1e-54	166
WP_007941657.1	WP_003401957.1	140	140	140	129	92.14	100	6e-94	269
WP_007942004.1	WP_024639323.1	247	247	247	216	87.45	100	1e-155	434
WP_007942421.1	WP_002551560.1	419	419	419	409	97.61	100	0.0	837
WP_007942437.1	WP_002551573.1	69	69	69	59	85.51	100	5e-35	114
WP_007942812.1	WP_003400010.1	217	217	217	206	94.93	100	5e-142	397
WP_007943393.1	WP_024650940.1	93	500	25	11	44.00	23	0.18	27.3
WP_007943632.1	WP_003404205.1	189	189	189	185	97.88	100	2e-135	378
WP_007943777.1	WP_003317096.1	128	128	128	117	91.41	100	2e-83	241
WP_007943782.1	WP_003317099.1	166	166	166	160	96.39	100	3e-115	325
WP_007943976.1	WP_003313787.1	162	162	162	146	90.12	100	9e-99	283
WP_007944081.1	WP_003363729.1	84	84	84	77	91.67	100	3e-52	159
WP_007944149.1	WP_024661213.1	202	202	202	185	91.58	100	1e-138	387
WP_007944431.1	WP_003317453.1	84	84	84	77	91.67	100	2e-51	156
WP_007944521.1	WP_003406745.1	82	82	82	65	79.27	100	1e-40	129
WP_007944886.1	WP_003314240.1	180	180	180	173	96.11	100	2e-128	360
WP_007945260.1	WP_003367675.1	60	59	58	54	93.10	97	3e-34	111
WP_007945531.1	WP_003348749.1	159	159	159	153	96.23	100	4e-111	314
WP_007945752.1	WP_002552679.1	61	61	61	57	93.44	100	1e-36	117
WP_007946007.1	WP_003425462.1	59	59	59	53	89.83	100	4e-32	105
WP_007946416.1	WP_003317980.1	102	102	102	93	91.18	100	5e-64	190
WP_007946422.1	WP_003371730.1	165	165	165	148	89.70	100	1e-112	318
WP_007946424.1	WP_003405105.1	224	224	224	215	95.98	100	1e-164	455
WP_007946663.1	WP_002555327.1	340	335	335	315	94.03	99	0.0	653
WP_007946893.1	WP_002552735.1	427	427	427	417	97.66	100	0.0	847
WP_007947433.1	WP_003314015.1	182	182	182	162	89.01	100	1e-117	333
WP_007947437.1	WP_003403950.1	117	117	117	106	90.60	100	1e-75	221
WP_007947660.1	WP_024641019.1	123	123	112	92	82.14	91	1e-62	188
WP_007947735.1	WP_003402197.1	416	416	416	401	96.39	100	0.0	837
WP_007947752.1	WP_032655826.1	176	176	176	164	93.18	100	1e-122	345
WP_007947887.1	WP_002555870.1	71	71	71	58	81.69	100	5e-38	121
WP_007948647.1	WP_002552076.1	338	338	338	327	96.75	100	0.0	679
WP_007948968.1	WP_032655044.1	256	256	256	246	96.09	100	0.0	515
WP_007949025.1	WP_004407330.1	151	151	150	133	88.67	99	2e-97	279
WP_007949201.1	WP_003401760.1	301	301	301	288	95.68	100	0.0	586
WP_007949423.1	WP_032656283.1	127	127	127	94	74.02	100	6e-66	197
WP_007950600.1	WP_032654128.1	232	232	232	216	93.10	100	2e-157	437
WP_007954349.1	WP_003401239.1	55	55	55	51	92.73	100	8e-34	109
WP_007954617.1	WP_024642800.1	174	174	174	148	85.06	100	1e-107	306
WP_007969909.1	WP_003413751.1	141	141	140	127	90.71	99	8e-77	226
WP_007971093.1	WP_032654927.1	90	721	69	21	30.43	76	1.3	25.0
WP_007971306.1	WP_003405434.1	156	156	155	137	88.39	99	3e-96	276
WP_007977299.1	WP_003365337.1	70	70	69	66	95.65	99	1e-44	138
WP_007995036.1	WP_024642705.1	180	178	179	145	81.01	99	6e-109	310
WP_008001746.1	WP_003412391.1	276	277	276	269	97.46	99	0.0	544
WP_008002212.1	WP_003317371.1	224	224	224	173	77.23	100	1e-108	313
WP_008005317.1	WP_004407310.1	85	86	83	64	77.11	98	1e-42	134
WP_008007186.1	WP_024642150.1	76	79	77	26	33.77	95	9e-06	37.4
WP_008007602.1	WP_002551508.1	301	301	301	279	92.69	100	0.0	557
WP_008008603.1	WP_003364105.1	485	485	485	462	95.26	100	0.0	920
WP_008014719.1	WP_004406488.1	113	113	113	96	84.96	100	9e-69	203
WP_008023971.1	WP_011267470.1	640	640	640	604	94.38	100	0.0	1275
WP_008024193.1	WP_011269164.1	91	94	87	62	71.26	96	6e-42	133
WP_008024420.1	WP_003368674.1	387	387	387	363	93.80	100	0.0	749
WP_008024584.1	WP_003422170.1	322	322	322	290	90.06	100	0.0	610
WP_008024593.1	WP_002554277.1	89	89	89	73	82.02	100	1e-47	147
WP_008024622.1	WP_003370201.1	161	159	156	143	91.67	97	1e-102	293
WP_008024653.1	WP_003403970.1	114	122	88	39	44.32	77	7e-20	77.8
WP_008024664.1	WP_003406425.1	114	139	60	20	33.33	53	0.34	26.9
WP_008024801.1	WP_003393013.1	62	62	61	44	72.13	98	2e-25	89.0
WP_008024918.1	WP_011269284.1	137	137	137	101	73.72	100	9e-71	210
WP_008024975.1	WP_003318320.1	229	229	229	200	87.34	100	2e-144	404
WP_008025235.1	WP_011266364.1	264	266	262	220	83.97	99	5e-162	452
WP_008025492.1	WP_024642821.1	256	254	258	204	79.07	100	7e-146	410
WP_008025604.1	WP_032656396.1	298	298	298	267	89.60	100	0.0	555
WP_008025635.1	WP_003363842.1	280	280	279	253	90.68	99	0.0	521
WP_008025960.1	WP_003406039.1	192	192	192	148	77.08	100	1e-99	288
WP_008025961.1	WP_003418801.1	197	197	197	191	96.95	100	7e-140	390
WP_008025967.1	WP_003406034.1	151	151	151	133	88.08	100	4e-89	258
WP_008026190.1	WP_011266430.1	167	170	167	142	85.03	99	1e-98	283
WP_008026610.1	WP_004406626.1	85	74	86	46	53.49	100	7e-22	80.9
WP_008026850.1	WP_003400058.1	262	249	249	224	89.96	95	2e-158	442
WP_008026970.1	WP_003316983.1	123	123	123	109	88.62	100	9e-76	221
WP_008027375.1	WP_003397271.1	254	249	249	211	84.74	98	2e-156	437
WP_008027407.1	WP_046722238.1	274	278	278	243	87.41	100	2e-123	355
WP_008027418.1	WP_003347114.1	272	272	272	250	91.91	100	0.0	524
WP_008027445.1	WP_003401299.1	288	288	288	268	93.06	100	0.0	545
WP_008027535.1	WP_003401414.1	156	156	156	144	92.31	100	8e-99	283
WP_008027541.1	WP_003315951.1	290	290	290	267	92.07	100	2e-180	501
WP_008027574.1	WP_032655186.1	79	2045	28	14	50.00	34	1.4	24.6
WP_008027732.1	WP_003401526.1	333	333	333	281	84.38	100	0.0	593
WP_008027738.1	WP_003318456.1	108	108	108	90	83.33	100	1e-59	179
WP_008027887.1	WP_003346798.1	110	110	110	86	78.18	100	1e-59	179
WP_008028095.1	WP_024640221.1	145	155	140	52	37.14	97	9e-29	103
WP_008028232.1	WP_032653908.1	325	330	323	284	87.93	99	0.0	533
WP_008028281.1	WP_003318491.1	306	306	306	283	92.48	100	0.0	583
WP_008028561.1	WP_002552818.1	112	108	112	86	76.79	100	1e-55	169
WP_008028730.1	WP_032656267.1	57	149	33	9	27.27	58	0.97	23.9
WP_008028968.1	WP_004657953.1	185	185	185	151	81.62	100	5e-108	308
WP_008028992.1	WP_003314315.1	92	92	92	86	93.48	100	2e-47	147
WP_008029177.1	WP_011268312.1	120	126	114	91	79.82	95	3e-60	182
WP_008029236.1	WP_003364741.1	68	68	68	52	76.47	100	3e-33	109
WP_008029289.1	WP_003415842.1	232	232	216	201	93.06	93	5e-148	414
WP_008029612.1	WP_003364547.1	234	234	234	181	77.35	100	6e-129	365
WP_008029800.1	WP_003400147.1	160	160	160	137	85.62	100	2e-100	287
WP_008030203.1	WP_003402767.1	166	166	166	135	81.33	100	1e-96	278
WP_008030363.1	WP_003314686.1	403	403	403	386	95.78	100	0.0	780
WP_008030471.1	WP_003314725.1	60	59	54	47	87.04	90	2e-29	99.0
WP_008030595.1	WP_002551505.1	259	259	259	252	97.30	100	0.0	521
WP_008030656.1	WP_032653726.1	443	443	443	273	61.63	100	0.0	596
WP_008030659.1	WP_032653729.1	46	75	40	19	47.50	87	1e-09	47.0
WP_008030901.1	WP_002555481.1	63	63	63	59	93.65	100	2e-35	114
WP_008030905.1	WP_003317095.1	154	154	153	137	89.54	99	8e-102	290
WP_008031360.1	WP_004408023.1	306	306	306	260	84.97	100	0.0	535
WP_008031364.1	WP_011266562.1	497	497	497	454	91.35	100	0.0	953
WP_008031613.1	WP_003368424.1	212	220	211	198	93.84	99	5e-148	412
WP_008031809.1	WP_003404242.1	246	246	246	192	78.05	100	1e-122	350
WP_008031832.1	WP_032074453.1	74	74	74	64	86.49	100	6e-44	137
WP_008032118.1	WP_002555020.1	227	227	227	218	96.04	100	1e-158	440
WP_008032122.1	WP_010439729.1	547	547	534	497	93.07	98	0.0	974
WP_008032146.1	WP_003405450.1	212	212	212	188	88.68	100	4e-144	402
WP_008032234.1	WP_032655842.1	441	458	349	86	24.64	77	1e-21	94.4
WP_008032662.1	WP_003394562.1	591	590	587	563	95.91	99	0.0	1147
WP_008032694.1	WP_024639185.1	208	228	85	22	25.88	41	0.001	36.2
WP_008032724.1	WP_011268275.1	441	441	441	425	96.37	100	0.0	895
WP_008032762.1	WP_002552729.1	288	288	288	258	89.58	99	0.0	532
WP_008033250.1	WP_003405167.1	325	325	325	305	93.85	100	0.0	639
WP_008033298.1	WP_003372639.1	396	396	384	358	93.23	97	0.0	746
WP_008033583.1	WP_011267568.1	160	302	36	13	36.11	23	0.19	28.9
WP_008033730.1	WP_003419520.1	205	205	205	178	86.83	100	7e-132	370
WP_008033735.1	WP_032653950.1	167	906	16	8	50.00	10	2.0	26.2
WP_008033741.1	WP_011269045.1	166	165	166	131	78.92	100	6e-95	273
WP_008033901.1	WP_011268595.1	123	917	42	17	40.48	29	1.9	25.4
WP_008034684.1	WP_024659775.1	69	69	69	52	75.36	100	6e-34	111
WP_008034924.1	WP_003317382.1	157	157	157	126	80.25	100	2e-93	269
WP_008034928.1	WP_011267088.1	252	252	252	219	86.90	100	4e-161	449
WP_008034929.1	WP_011267089.1	237	236	237	222	93.67	100	9e-162	449
WP_008035761.1	WP_003393457.1	210	209	208	191	91.83	99	3e-145	405
WP_008035979.1	WP_003304938.1	224	224	223	207	92.83	99	1e-155	432
WP_008037184.1	WP_024641828.1	472	472	472	423	89.62	100	0.0	810
WP_008037207.1	WP_003317127.1	194	194	194	175	90.21	100	1e-116	331
WP_008037283.1	WP_003313571.1	137	139	139	122	87.77	100	4e-73	216
WP_008037292.1	WP_003313553.1	360	360	360	336	93.33	100	0.0	651
WP_008039408.1	WP_003339565.1	429	428	429	390	90.91	100	0.0	777
WP_008039813.1	WP_003316820.1	252	250	250	225	90.00	99	2e-152	426
WP_008040321.1	WP_002555235.1	455	455	455	436	95.82	100	0.0	896
WP_008040415.1	WP_032657152.1	286	287	284	248	87.32	99	0.0	531
WP_008042186.1	WP_003405772.1	176	172	171	133	77.78	97	6e-96	277
WP_008042422.1	WP_032656375.1	429	429	429	393	91.61	100	0.0	801
WP_008044600.1	WP_003316803.1	491	491	491	453	92.26	100	0.0	942
WP_008047820.1	WP_002551631.1	110	110	109	98	89.91	99	1e-69	205
WP_008052036.1	WP_003399964.1	65	65	65	58	89.23	100	2e-40	127
WP_008055373.1	WP_024659628.1	178	178	178	140	78.65	100	3e-106	303
WP_008057026.1	WP_003315710.1	95	95	95	76	80.00	98	3e-52	159
WP_008067008.1	WP_003394509.1	394	382	275	86	31.27	65	2e-25	103
WP_008068134.1	WP_003404569.1	121	121	121	113	93.39	100	9e-80	231
WP_008072897.1	WP_003401040.1	304	305	276	124	44.93	91	1e-70	222
WP_008073883.1	WP_002555469.1	442	444	444	430	96.85	100	0.0	863
WP_008075430.1	WP_002553302.1	121	120	120	105	87.50	99	4e-70	207
WP_008079640.1	WP_003402758.1	173	703	60	19	31.67	35	0.093	30.4
WP_008081027.1	WP_003316351.1	354	354	354	321	90.68	100	0.0	679
WP_008148497.1	WP_003402775.1	309	309	308	278	90.26	99	0.0	574
WP_008148549.1	WP_003406770.1	324	324	324	306	94.44	100	0.0	638
WP_008149230.1	WP_003402718.1	267	282	221	74	33.48	83	1e-32	120
WP_008149284.1	WP_003318889.1	246	246	246	228	92.68	100	1e-168	467
WP_008149430.1	WP_011269283.1	84	83	82	69	84.15	98	1e-49	152
WP_008150080.1	WP_024638856.1	135	135	134	62	46.27	99	1e-36	122
WP_008150402.1	WP_024638304.1	306	401	272	70	25.74	87	8e-13	65.5
WP_008150800.1	WP_003342804.1	319	319	319	311	97.49	100	0.0	634
WP_008151080.1	WP_003316817.1	152	152	150	131	87.33	99	1e-85	249
WP_008151121.1	WP_003402365.1	156	156	156	144	92.31	100	1e-104	298
WP_008151581.1	WP_003405348.1	248	246	245	232	94.69	99	3e-169	469
WP_008152270.1	WP_024642666.1	267	269	257	211	82.10	96	4e-159	445
WP_008152275.1	WP_003394509.1	382	382	382	375	98.17	100	0.0	770
WP_008152390.1	WP_003421319.1	259	262	257	234	91.05	99	2e-170	473
WP_008152470.1	WP_003401951.1	67	142	74	19	25.68	99	0.88	24.3
WP_008152515.1	WP_003340074.1	143	143	143	121	84.62	100	6e-87	251
WP_008153387.1	WP_004406898.1	60	60	60	44	73.33	100	3e-28	95.9
WP_008154012.1	WP_003314325.1	335	335	335	315	94.03	100	0.0	632
WP_008154324.1	WP_003404100.1	254	254	254	232	91.34	100	1e-161	450
WP_008154937.1	WP_003344603.1	92	92	92	88	95.65	100	1e-57	173
WP_008155665.1	WP_003401477.1	304	304	303	273	90.10	99	0.0	572
WP_008155715.1	WP_002555982.1	459	459	459	452	98.47	100	0.0	918
WP_008156126.1	WP_032653335.1	99	99	99	82	82.83	100	3e-56	170
WP_010455932.1	WP_003367017.1	177	177	177	168	94.92	100	1e-112	319
WP_010456659.1	WP_003343112.1	181	181	181	174	96.13	100	4e-129	362
WP_010456810.1	WP_011268588.1	352	352	352	334	94.89	100	0.0	683
WP_010456852.1	WP_003316554.1	234	234	234	225	96.15	100	2e-171	473
WP_010456939.1	WP_003316827.1	127	128	126	111	88.10	99	1e-79	231
WP_010457160.1	WP_003316772.1	310	308	308	271	87.99	99	0.0	562
WP_010457234.1	WP_003314741.1	95	95	95	85	89.47	98	3e-55	167
WP_010457256.1	WP_024651340.1	257	258	258	218	84.50	100	2e-152	427
WP_010457489.1	WP_004406898.1	73	60	33	13	39.39	41	0.078	26.6
WP_010457579.1	WP_003394920.1	367	344	261	61	23.37	68	4e-06	45.4
WP_010459439.1	WP_032656848.1	64	176	30	14	46.67	47	0.059	27.7
WP_010459764.1	WP_032653666.1	151	226	150	79	52.67	97	6e-42	139
WP_010460162.1	WP_003402109.1	147	153	95	25	26.32	63	0.051	30.0
WP_010460166.1	WP_024652351.1	152	263	119	32	26.89	76	0.006	33.1
WP_010460184.1	WP_012723154.1	146	429	120	29	24.17	81	0.012	32.3
WP_010460184.1	WP_012723154.1	146	429	60	18	30.00	81	0.17	28.9
WP_010460193.1	WP_004408100.1	227	244	211	64	30.33	82	4e-16	72.0
